"","RET","CAPEI","bm","evm","pe_op_basic","pe_exi","pe_inc","ps","pcf","dpr","npm","opmbd","opmad","gpm","ptpm","cfm","roa","roe","roce","efftax","aftret_eq","aftret_invcapx","aftret_equity","pretret_noa","pretret_earnat","GProf","equity_invcap","debt_invcap","totdebt_invcap","capital_ratio","int_debt","int_totdebt","cash_lt","invt_act","rect_act","debt_at","debt_ebitda","short_debt","curr_debt","lt_debt","profit_lct","ocf_lct","cash_debt","fcf_ocf","lt_ppent","dltt_be","debt_assets","debt_capital","de_ratio","intcov","intcov_ratio","cash_ratio","quick_ratio","curr_ratio","cash_conversion","inv_turn","at_turn","rect_turn","pay_turn","sale_invcap","sale_equity","sale_nwc","rd_sale","adv_sale","staff_sale","accrual","ptb"
"1",-0.088191,0.75938112472151,-0.999558104208912,0.696751301281683,0.079703472493172,0.00757747572815548,-0.0216111504842901,-0.992676046617955,0.147589974958091,-0.956408344182793,0.462451663730564,0.999502672379683,0.999460861337335,0.999561372595225,0.453438825852619,0.456886472442082,0.515181291146703,0.803565633901257,-0.39964248815127,0.678975183430536,-0.77903835171111,0.150141371543586,-0.740534296804696,0.0691139756457941,0.302526038549024,0.353745791245791,0.753247016392114,-0.212317666126418,0.492920237804992,0.990609210087129,-0.999876086956522,-0.997818835001283,-0.980596676105476,-0.439834024896266,-0.779282329045362,-0.999692355022304,-0.472390419203059,-0.830540037243948,0.278622087132725,-0.989888776541962,0.191535748637384,0.306908470619922,-0.640784744134998,0.99964733194038,-0.999781782439245,-0.999997986416365,-0.960093676814988,0.447323862821065,0.957294752783361,0.622280320289715,0.416558823806075,-0.974836366538953,-0.955359475227121,-0.93858299712652,-0.999995187540375,-0.999868907751542,-0.817088519088239,-0.998073436442619,-0.93202964721168,-0.870969535503301,-0.987193075072437,0.648936647674201,-0.999998161764706,-0.998952111495337,-1,0.551958946017961,-0.910671966495718
"2",0.079484,0.757554175323978,-0.999718000712266,0.700319383629092,-0.130809207959423,-0.176776699029126,-0.208520355933538,-0.998950434635082,-0.447587905378837,-0.958059990140685,0.462418400061275,0.999420389464399,0.999398142745705,0.999460942044615,0.453388860285412,0.456838794760704,0.486489142183355,0.803157926851254,-0.404234383456057,0.677709555490944,-0.779895005052058,0.150261177936455,-0.741372409439512,0.066439089010037,0.287681072668502,0.436447811447811,0.753287540777663,-0.212465006630323,0.492882729131112,0.990608059113981,1,0.0634248567273969,-0.997108617991087,0.796680497925311,-0.972241029113067,-0.999692355022304,-0.472380052868307,-0.39602731222843,1,-1,0.112151330554665,0.258113749607218,-0.647929757168336,0.9964453117297,-0.998979678186948,-1,-0.908384074941452,0.466322284402353,0.957440001524477,0.622198466824486,0.416469047775823,-0.997585408684547,-0.996110643485328,-0.966969494673904,-0.999996647900321,-0.99990572599816,-0.348063207942945,-0.973572698702497,-0.932864898764418,-0.801125912197382,-0.926462943336006,0.649038786661685,-1,-0.995808445981348,-1,0.549097009770058,-0.916289450915976
"3",-0.015975,0.758820827916727,-0.999204878296957,0.696543268798347,0.0222957471712837,-0.0462415533980582,-0.0761760768564455,-0.997872114054687,0.103176804155715,-0.959753769924033,0.462438971014651,0.999456690750554,0.999427692851377,0.99942645685555,0.453410584445067,0.456864601946037,0.49631522059546,0.803576727970645,-0.401971235055841,0.669671107766509,-0.779065808548961,0.151507164422294,-0.740561159389145,0.0675217812197484,0.292150524761563,0.295664983164983,0.752274431138938,-0.20878149403271,0.50402280527372,0.990636833442676,-0.999719565217391,-0.997989906765888,-0.985686464269926,-0.159751037344398,-0.846987136086662,-0.951392093524073,-0.470365528481505,-0.431409062693979,0.908814589665653,-0.943377148634985,0.118756011542161,0.268124074157202,-0.646239539031417,0.999848529925771,-0.999187671003797,-0.999947646825485,-0.909882903981265,0.465518725785622,0.957433437805855,0.622533561404941,0.416802791861461,-0.987488026819923,-0.980108166681179,-0.966156793312629,-0.999991705583751,-0.99993166839415,-0.811075374073556,-0.998720642935366,-0.936796486881348,-0.86340785358508,-0.980140803636554,0.648930050906034,-1,-1,-1,0.55077469653607,-0.956188637133077
"4",0.051836,0.758721435081698,-0.999590083509583,0.696393318134704,0.0273335934451815,-0.0413700970873786,-0.0712371052838806,-0.994921828946725,0.107729878515697,-0.952961797260459,0.462459979647887,0.999523848129939,0.999484983872577,0.999566212621761,0.453452294831605,0.456892596180974,0.522845632308146,0.803768100667585,-0.397444938255408,0.679283038875301,-0.778686904186619,0.152154118943787,-0.740190455723745,0.0711774596219492,0.306915678997566,0.357954545454546,0.748829858367273,-0.196257551200825,0.499259203690853,0.990734666160238,-0.999867391304348,-0.998289282353947,-0.986570605875957,-0.282157676348548,-0.832092078537576,-0.961852022765728,-0.471784564527554,-0.778398510242086,0.548125633232016,-0.549039433771486,0.15992305226034,0.288907842169053,-0.642705446563315,0.999913690636949,-0.999556838073287,-0.99975232921287,-0.933302107728337,0.454441096283541,0.957354249716675,0.623119114231223,0.417885484766106,-0.985552362707535,-0.976838011203669,-0.964221790071498,-0.999991711767415,-0.999915903399664,-0.821423577122081,-0.998040947350237,-0.928854566393359,-0.869320050967219,-0.984025597730378,0.648949631048011,-1,-0.996646756785078,-1,0.552304352116846,-0.916565309525899
"5",0.095178,0.758716889677657,-0.999611887578222,0.696722028044558,0.0270370659383534,-0.0397576699029127,-0.0696023308921964,-0.985472865140915,0.108669467497258,-0.957310008047561,0.462530008425337,0.999666028167378,0.99960619961217,0.999855404207254,0.453523550075274,0.456980078165153,0.502210867642724,0.803790288806361,-0.401282450760123,0.673365373103696,-0.778637481878487,0.15151914506158,-0.740142103071737,0.0688974372038518,0.30061055908057,0.31523569023569,0.733511640629749,-0.141152202740533,0.51302488700512,0.99116743206381,-0.999917391304348,-0.998545890000855,-0.980501093229148,-0.989626556016598,-0.958700067704807,-0.869558529457007,-0.468427023882883,-0.937306021104904,-0.521783181357649,0.300303336703741,0.159602436678423,0.294384342595502,-0.646305391686102,0.999891970399889,-0.996037911735975,-0.998101190632004,-0.888899297423888,0.471258430190845,0.957548620481025,0.62242072532708,0.416707296654093,-0.934686302681992,-0.930552733675829,-0.930204433092425,-0.99999746608214,-0.999664445085706,-0.958607187805901,-0.998228552048318,-0.931362195914767,-0.882200857175953,-0.99410027121021,0.648897312254811,-0.999702205882353,-0.999371266897202,-1,0.551169446363367,-0.918345851462678
"6",0.110708,0.759234560693433,-0.999760155244969,0.69674645559844,0.0434459617635583,-0.025606213592233,-0.0552547444680684,-0.981084819259093,0.121525693826445,-0.955911165042408,0.462536135943364,0.999656952845839,0.999580870950165,0.999805793935265,0.45352572249124,0.456980952984995,0.512233467623072,0.804286748411468,-0.398986503107729,0.669807932408627,-0.777638052980714,0.152597402597403,-0.739164304997784,0.0693559891985529,0.300291312502494,0.32996632996633,0.732984823617612,-0.138647414174156,0.515050355394685,0.991184696661027,-0.999928260869565,-0.998802497647763,-0.980548884667312,-0.968879668049793,-0.931618144888287,-0.883094908475619,-0.469817264554622,-0.905027932960894,-0.268490374873354,-0.0434782608695653,0.148957999358769,0.28998518651524,-0.645657840581698,0.999862247970229,-0.998258026524869,-0.998024674453866,-0.872599531615925,0.473898694217248,0.957687728969237,0.622625989773883,0.416901372414377,-0.956557311621967,-0.951818419295852,-0.951063768031811,-0.999999146469773,-0.999812566188968,-0.940987274507062,-0.998724406915581,-0.938642289695424,-0.879578362098923,-0.989361144805297,0.648900885017747,-0.99975,-0.996437179084145,-1,0.552205664660022,-0.832378277388371
"7",0.063852,0.758800188415415,-0.999633691646861,0.696326075982305,0.0247522434646898,-0.0510229126213593,-0.0810237026537522,-0.984282399220159,0.471309422794346,-0.956627440075167,0.462563709774485,0.999692044089122,0.999654444682654,0.999632157983306,0.453618701894564,0.456997574561989,0.542694310700599,0.804106469783915,-0.392361054167965,0.679248832714772,-0.778016957343057,0.153879331001102,-0.739535008663184,0.0671906047791306,0.291831278183487,0.331649831649832,0.748586712053978,-0.212465006630323,0.492845220457231,0.990608059113981,-0.999876086956522,-0.997818835001283,-0.947931228120482,-0.769709543568465,-0.819566689234936,-1,-0.472399633722839,-0.951582867783985,-0.148936170212766,-1,0.134369990381533,0.274296359473897,-0.644692001646316,0.999607320977376,-0.999679535000173,-1,-0.978829039812646,0.443707849045774,0.957267862710297,0.622280320289715,0.416558823806075,-0.987068965517241,-0.971652202517439,-0.96201588637661,-0.999996722658051,-0.999744051655967,-0.901552230457279,-0.998104340701226,-0.928486155775821,-0.878327348546276,-0.992762354572088,0.648932625396974,-1,-0.99601802368228,-0.97602844083291,0.539721701371756,-0.889380697420722
"8",0.041145,0.758974866609226,-0.999712186293962,0.696664211741754,0.0339539602028871,-0.0322765048543689,-0.0620174816914718,-0.991781759416614,0.13631490717937,-0.956349356827154,0.462475736122813,0.999537158601529,0.999502472710628,0.999566212621761,0.453463156911433,0.456906155888522,0.506730863712292,0.803953926329832,-0.399019302359906,0.675417742735467,-0.778286034353995,0.152226002779508,-0.739798261990786,0.0736867580373974,0.305718504329782,0.316498316498317,0.738496140052276,-0.15927508472079,0.511862118114814,0.991024711393483,-0.999934782608696,-0.999101873235822,-0.993595947286044,-0.599585062240664,-0.758293838862559,-0.909860021535148,-0.470083333813256,-0.820608317815022,-0.0131712259371835,-0.330637007077856,0.135941006732927,0.27463302958208,-0.646480998765263,0.999882825036917,-0.998373727574345,-0.998876420331557,-0.881967213114754,0.471602812455159,0.957601341962859,0.622778824961225,0.417203209511895,-0.989303959131545,-0.979314815352316,-0.974206406795731,-0.999994447623439,-0.999899356807349,-0.8997343028947,-0.999076834326232,-0.938017960251963,-0.874185103671956,-0.984243210677542,0.648961061554269,-0.999900735294118,-1,-1,0.54983716569624,-0.869895048337952
"9",0.011628,0.758939681814983,-0.998710652741135,0.696535236912424,0.03860476004682,-0.0322547572815534,-0.0619954327112372,-0.99919197844509,0.0443469442662308,-0.959753769924033,0.462430655097329,0.999463345986348,0.999422868344328,0.999496637240314,0.453404067197171,0.456865476765878,0.491205659821165,0.803413090447174,-0.403807993177756,0.676067659785528,-0.779384307868031,0.150740403507931,-0.740872765368756,0.0669358536709634,0.290793726804741,0.303240740740741,0.731688043280044,-0.135553263592161,0.513662534461094,0.991215772936017,-0.999913043478261,-0.99837481823625,-0.998207821068856,-0.336099585062241,-0.73595125253893,-0.869866174434702,-0.464943935406216,-0.962756052141527,-0.369807497467072,0.261880687563195,0.126579031740943,0.233559276383714,-0.649510220880779,0.999818807496111,-0.999580785499806,-0.997785058001277,-0.880843091334895,0.476653752331755,0.957616374995832,0.622273530088384,0.416519955977387,-0.995390325670498,-0.983920123066206,-0.976044659874805,-0.99999825999077,-0.999870570725644,-0.88784785344707,-0.998444485650123,-0.937580179696263,-0.875908722344492,-0.981817229303598,0.649056592097889,-1,-1,-1,0.54213954406395,-0.987235269777181
"10",-0.00031,0.759543648168219,-0.999633691646861,0.696689966880087,0.123243074522045,0.065248932038835,0.0368595952437201,-0.987842294896237,0.113185289430659,-0.959753769924033,0.46245385212986,0.999605526023787,0.9995320228163,0.999703548374704,0.453444908617322,0.456914029267098,0.506927385280535,0.803457466724726,-0.401216852255769,0.677914792454121,-0.779225058208496,0.150908132457948,-0.74071696237895,0.0693687267539613,0.30436170637296,0.320286195286195,0.733673738171945,-0.141152202740533,0.510999418615555,0.991165130117514,-0.999882608695652,-0.997690531177829,-0.993858800195945,-0.489626556016598,-0.792823290453622,-0.876019073988617,-0.469251723403152,-1,-0.734549138804458,0.431749241658241,0.221224751522924,0.336041657314719,-0.646634654959528,0.999766793244206,-0.99884191321641,-0.998403228177284,-0.893208430913349,0.470397474530062,0.957517919216504,0.622289188366864,0.416618273147146,-0.964499521072797,-0.937054344566027,-0.916272409756286,-0.999981407014293,-0.999955299256139,-0.934834288910642,-0.999158651369851,-0.934955371225256,-0.880486505270474,-0.991263243158289,0.648908170651971,-0.999895220588235,-1,-1,0.554327444981743,-0.909342829556996
"11",0.023477,0.758703691171108,-0.998880724476521,0.696371612128944,0.0104377682403434,-0.0464900970873786,-0.0764280652019844,-0.999844721836423,0.0714625716591817,-0.959753769924033,0.462422339180007,0.999425229635886,0.999404776442897,0.999393181673119,0.453393205117343,0.45684185663015,0.489830008843471,0.803485201898195,-0.401774439542778,0.67514409345123,-0.779247023678777,0.151087842047251,-0.74073845244651,0.0683242472104753,0.29087353844926,0.304924242424242,0.737564079184649,-0.155296891115368,0.510661840550627,0.991054636695326,-0.999886956521739,-0.998160978530494,-0.996439537856793,-0.354771784232365,-0.643872714962762,-0.940932164282418,-0.468384406728903,-0.885785226567349,0.542046605876393,-0.579373104145602,0.112343699903815,0.266328500246891,-0.646974893675401,0.999857103703558,-0.986630340124761,-0.998725401558916,-0.859110070257611,0.483656191706127,0.957880829336435,0.622313751827418,0.416633699874893,-0.996148627075351,-0.982062519954721,-0.973683955920626,-0.999998002768803,-0.99980493313784,-0.575304153265278,-0.998590488461618,-0.936517132265505,-0.816073207459747,-0.901147303815883,0.649043386885858,-1,-1,-1,0.552797789400967,-0.971661797344234
"12",-0.025083,0.762158400260199,-0.999465073516051,0.698747324502463,0.272115489660554,0.0898702912621361,0.0618221907236791,-0.96388057383908,1,-0.959753769924033,0.462493680997035,0.999565594609017,0.99950910640782,0.999720488467578,0.453414929276998,0.456938961632589,0.498673479414366,0.803587822040033,-0.402594420847205,0.666968821084677,-0.77903286034354,0.151351416111564,-0.740528924287806,0.0674580934427065,0.295263178897801,0.303030303030303,0.744939517354568,-0.182112862825991,0.503197614448341,0.990845159582427,-0.999808695652174,-0.997177315884013,-0.972400444460375,-0.705394190871369,-0.926201760324983,-0.926780495308414,-0.46884513271788,-0.842333954065798,-0.351570415400203,0.146612740141557,0.153638986854761,0.264084032859003,-0.647534641240225,0.999355823495638,-0.99799675741082,-0.999498617674834,-0.941170960187354,0.457138757353996,0.957334135095092,0.622350782542875,0.416575191187952,-0.930874840357599,-0.922715970549251,-0.909790148898499,-0.999978743516368,-0.999963447829239,-0.956789260243323,-0.998862485558202,-0.931812163081225,-0.882367658982972,-0.99637311754726,0.648897790958341,-0.999887867647059,-1,-1,0.546975229448337,-0.941492896640794
"13",0.048768,0.759156851119162,-0.999920051748323,0.696864145959945,0.0614155286773312,-0.00906873786407758,-0.0384880699267659,-0.989737263596185,0.136029305242244,-0.958043136610502,0.462471797004081,0.999526873237119,0.999488602252864,0.999550482535521,0.453464025877819,0.45690528106868,0.51675346369264,0.806225437036996,-0.393541827246339,0.676717576835588,-0.773821552519439,0.15392725355825,-0.735430405759338,0.0713685229530747,0.306756055708528,0.332491582491583,0.725528336676595,-0.111536761455724,0.519926482999194,0.991396475720221,-0.999939130434783,-0.998845265588915,-0.997299783743742,0.091286307053942,-0.840893703452945,-0.900015382248885,-0.47041044926543,-0.96772191185599,-0.422492401215806,-0.274014155712841,0.153446617505611,0.292184764555371,-0.646382219783235,0.999842814073913,-0.998748545160205,-0.995618442009798,-0.839250585480094,0.483426603529918,0.958519203905624,0.622738900061594,0.417100715837794,-0.992456896551724,-0.98413297342273,-0.965827842761637,-0.999986988463305,-0.999945537598161,-0.858761012445812,-0.998154064860907,-0.928993306269683,-0.864890536314143,-0.942542122209819,0.648946163366336,-0.999992647058824,-1,-1,0.552501727030495,-0.516319544582513
